,id,name,season,score,year,link,image,genre,producers,members,start_date,end_date,studios,source,themes,duration,rank,popularity,favorites,demographics
10,50160,Kingdom 4th Season,spring,8.74,2022,https://myanimelist.net/anime/50160/Kingdom_4th_Season,https://cdn.myanimelist.net/images/anime/1566/122794.jpg,Action,"Avex Pictures, Shueisha, NHK Enterprises",61061,2022-04-10T00:00:00+00:00,2022-10-02T00:00:00+00:00,"Pierrot,Studio Signpost",Manga,"Historical, Military",24 min per ep,47,2758,1028,Seinen
11,50172,Mob Psycho 100 III,fall,8.71,2022,https://myanimelist.net/anime/50172/Mob_Psycho_100_III,https://cdn.myanimelist.net/images/anime/1228/125011.jpg,"Action, Comedy, Supernatural","Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",650350,2022-10-06T00:00:00+00:00,2022-12-22T00:00:00+00:00,Bones,Web manga,Super Power,23 min per ep,54,312,9847,
12,52034,"""Oshi no Ko""",spring,8.7,2023,https://myanimelist.net/anime/52034/Oshi_no_Ko,https://cdn.myanimelist.net/images/anime/1812/134736.jpg,"Drama, Supernatural","Shueisha, CyberAgent, Kadokawa",745237,2023-04-12T00:00:00+00:00,2023-06-28T00:00:00+00:00,Doga Kobo,Manga,"Reincarnation, Showbiz",30 min per ep,56,255,27074,Seinen
13,53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,summer,8.7,2023,https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan,https://cdn.myanimelist.net/images/anime/1164/138058.jpg,"Action, Adventure, Fantasy","TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion",250227,2023-07-08T00:00:00+00:00,2023-09-30T00:00:00+00:00,Pierrot,Manga,,24 min per ep,58,952,3947,Shounen
14,48569,86 Part 2,fall,8.7,2021,https://myanimelist.net/anime/48569/86_Part_2,https://cdn.myanimelist.net/images/anime/1321/117508.jpg,"Action, Drama, Sci-Fi","Aniplex, Kadokawa, Bandai Spirits",481943,2021-10-03T00:00:00+00:00,2022-03-19T00:00:00+00:00,A-1 Pictures,Light novel,"Mecha, Military",23 min per ep,57,455,14380,
15,45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,fall,8.68,2021,https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,https://cdn.myanimelist.net/images/anime/1028/117777.jpg,"Adventure, Drama, Fantasy, Ecchi","Frontier Works, TOHO, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment",889301,2021-10-04T00:00:00+00:00,2021-12-20T00:00:00+00:00,Studio Bind,Light novel,"Isekai, Reincarnation",23 min per ep,62,188,18336,
16,46102,Odd Taxi,spring,8.67,2021,https://myanimelist.net/anime/46102/Odd_Taxi,https://cdn.myanimelist.net/images/anime/1981/113348.jpg,"Award Winning, Drama, Mystery, Suspense","TV Tokyo, Dentsu, Pony Canyon, AT-X, Crunchyroll, Pony Canyon Enterprises, Yoshimoto Kogyo",421892,2021-04-06T00:00:00+00:00,2021-06-29T00:00:00+00:00,"OLM,P.I.C.S.",Original,"Adult Cast, Anthropomorphic, Organized Crime",23 min per ep,64,535,8098,
17,54898,Bungou Stray Dogs 5th Season,summer,8.66,2023,https://myanimelist.net/anime/54898/Bungou_Stray_Dogs_5th_Season,https://cdn.myanimelist.net/images/anime/1161/136691.jpg,"Action, Mystery, Supernatural","WOWOW, Lantis, Movic, Glovision, Crunchyroll, Sunrise Music, Kadokawa, Sony Music Solutions, Bandai Namco Music Live",165191,2023-07-12T00:00:00+00:00,2023-09-20T00:00:00+00:00,Bones,Manga,"Adult Cast, Detective, Organized Crime, Super Power, Vampire",23 min per ep,70,1398,1964,Seinen
18,41084,Made in Abyss: Retsujitsu no Ougonkyou,summer,8.64,2022,https://myanimelist.net/anime/41084/Made_in_Abyss__Retsujitsu_no_Ougonkyou,https://cdn.myanimelist.net/images/anime/1864/122519.jpg,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Suspense","AT-X, Takeshobo, Kadokawa Media House, Cygames, Kadokawa, Global Solutions, Sony Music Solutions, IRMA LA DOUCE",429368,2022-07-06T00:00:00+00:00,2022-09-28T00:00:00+00:00,Kinema Citrus,Web manga,"Gore, Survival",25 min per ep,73,520,5849,
19,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,spring,8.63,2020,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen,https://cdn.myanimelist.net/images/anime/1764/106659.jpg,Comedy,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",1321773,2020-04-11T00:00:00+00:00,2020-06-27T00:00:00+00:00,A-1 Pictures,Manga,"Psychological, Romantic Subtext, School",24 min per ep,76,97,18793,Seinen
20,40748,Jujutsu Kaisen,fall,8.62,2020,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,https://cdn.myanimelist.net/images/anime/1171/109222.jpg,"Action, Award Winning, Fantasy","Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",2473436,2020-10-03T00:00:00+00:00,2021-03-27T00:00:00+00:00,MAPPA,Manga,School,23 min per ep,80,15,88908,Shounen
21,40417,Fruits Basket 2nd Season,spring,8.55,2020,https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,https://cdn.myanimelist.net/images/anime/1972/111635.jpg,"Drama, Romance, Supernatural","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",501159,2020-04-07T00:00:00+00:00,2020-09-22T00:00:00+00:00,TMS Entertainment,Manga,School,23 min per ep,106,434,5968,Shoujo
22,50265,Spy x Family,spring,8.55,2022,https://myanimelist.net/anime/50265/Spy_x_Family,https://cdn.myanimelist.net/images/anime/1441/122795.jpg,"Action, Award Winning, Comedy","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",1505528,2022-04-09T00:00:00+00:00,2022-06-25T00:00:00+00:00,"Wit Studio,CloverWorks",Manga,Childcare,24 min per ep,104,72,38923,Shounen
23,40776,Haikyuu!! To the Top Part 2,fall,8.55,2020,https://myanimelist.net/anime/40776/Haikyuu_To_the_Top_Part_2,https://cdn.myanimelist.net/images/anime/1453/106768.jpg,Sports,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",799416,2020-10-03T00:00:00+00:00,2020-12-19T00:00:00+00:00,Production I.G,Manga,"School, Team Sports",23 min per ep,107,232,6065,Shounen
24,38474,Yuru Camp△ Season 2,winter,8.53,2021,https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2,https://cdn.myanimelist.net/images/anime/1255/110636.jpg,Slice of Life,"Half H.P Studio, MAGES., DeNA",218288,2021-01-07T00:00:00+00:00,2021-04-01T00:00:00+00:00,C-Station,Manga,"CGDCT, Iyashikei",23 min per ep,117,1086,2999,
25,44511,Chainsaw Man,fall,8.52,2022,https://myanimelist.net/anime/44511/Chainsaw_Man,https://cdn.myanimelist.net/images/anime/1806/126216.jpg,"Action, Fantasy",dugout,1459175,2022-10-12T00:00:00+00:00,2022-12-28T00:00:00+00:00,MAPPA,Manga,Gore,24 min per ep,120,81,45824,Shounen
26,40834,Ousama Ranking,fall,8.52,2021,https://myanimelist.net/anime/40834/Ousama_Ranking,https://cdn.myanimelist.net/images/anime/1347/117616.jpg,"Adventure, Fantasy","Aniplex, Dentsu, Fuji TV, Kadokawa, Bandai Spirits",627543,2021-10-15T00:00:00+00:00,2022-03-25T00:00:00+00:00,Wit Studio,Web manga,,22 min per ep,126,333,12498,
27,47194,Summertime Render,spring,8.49,2022,https://myanimelist.net/anime/47194/Summertime_Render,https://cdn.myanimelist.net/images/anime/1120/120796.jpg,"Mystery, Supernatural, Suspense","Shogakukan-Shueisha Productions, Movic, MAGES., Tokyo MX, Shueisha, Toy's Factory, Bandai Spirits",506433,2022-04-15T00:00:00+00:00,2022-09-30T00:00:00+00:00,OLM,Manga,Time Travel,23 min per ep,134,429,8575,Shounen
28,40059,Golden Kamuy 3rd Season,fall,8.45,2020,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,https://cdn.myanimelist.net/images/anime/1763/108108.jpg,"Action, Adventure","Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",165839,2020-10-05T00:00:00+00:00,2020-12-21T00:00:00+00:00,Geno Studio,Manga,"Adult Cast, Historical, Military",23 min per ep,153,1394,1450,Seinen
29,50330,Bungou Stray Dogs 4th Season,winter,8.45,2023,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,https://cdn.myanimelist.net/images/anime/1263/132759.jpg,"Action, Mystery, Supernatural","WOWOW, Lantis, Movic, Glovision, Crunchyroll, Kadokawa, Sony Music Solutions, Bandai Namco Music Live",275240,2023-01-04T00:00:00+00:00,2023-03-29T00:00:00+00:00,Bones,Manga,"Adult Cast, Detective, Organized Crime, Super Power",23 min per ep,152,865,3144,Seinen
30,42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,winter,8.43,2021,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,https://cdn.myanimelist.net/images/anime/1724/117421.jpg,"Drama, Fantasy, Suspense","AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",870262,2021-01-06T00:00:00+00:00,2021-03-24T00:00:00+00:00,White Fox,Light novel,"Isekai, Psychological, Time Travel",29 min per ep,161,194,12350,
31,54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,fall,8.41,2023,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season,https://cdn.myanimelist.net/images/anime/1622/139331.jpg,"Action, Comedy, Fantasy","AT-X, Magic Capsule, BS NTV, Kadokawa, NewGin, Aiming",317610,2023-10-04T00:00:00+00:00,2023-12-20T00:00:00+00:00,Nexus,Light novel,"Isekai, Reincarnation",23 min per ep,171,744,4043,
32,49721,Karakai Jouzu no Takagi-san 3,winter,8.41,2022,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3,https://cdn.myanimelist.net/images/anime/1861/120361.jpg,Comedy,"Shogakukan-Shueisha Productions, Magic Capsule, Asmik Ace, TOHO animation, Shogakukan, Toho Music",182717,2022-01-08T00:00:00+00:00,2022-03-26T00:00:00+00:00,Shin-Ei Animation,Manga,"Romantic Subtext, School",24 min per ep,173,1289,2316,Shounen
33,46095,Vivy: Fluorite Eye's Song,spring,8.4,2021,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,https://cdn.myanimelist.net/images/anime/1637/115052.jpg,"Action, Sci-Fi, Suspense",Aniplex,528720,2021-04-03T00:00:00+00:00,2021-06-19T00:00:00+00:00,Wit Studio,Original,"Music, Time Travel",24 min per ep,179,410,10588,
34,39551,Tensei shitara Slime Datta Ken 2nd Season,winter,8.38,2021,https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,https://cdn.myanimelist.net/images/anime/1271/109841.jpg,"Action, Adventure, Comedy, Fantasy",Kodansha,933830,2021-01-12T00:00:00+00:00,2021-03-30T00:00:00+00:00,8bit,Manga,"Isekai, Reincarnation",23 min per ep,193,169,10659,Shounen
35,49926,Kimetsu no Yaiba: Mugen Ressha-hen,fall,8.38,2021,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,https://cdn.myanimelist.net/images/anime/1065/118763.jpg,"Action, Fantasy","Aniplex, Shueisha",724302,2021-10-10T00:00:00+00:00,2021-11-28T00:00:00+00:00,ufotable,Manga,Historical,24 min per ep,190,268,4200,Shounen
36,39808,Non Non Biyori Nonstop,winter,8.37,2021,https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop,https://cdn.myanimelist.net/images/anime/1033/111540.jpg,Slice of Life,"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",122621,2021-01-11T00:00:00+00:00,2021-03-29T00:00:00+00:00,SILVER LINK.,Manga,"CGDCT, Iyashikei",24 min per ep,201,1769,940,Seinen
37,39535,Mushoku Tensei: Isekai Ittara Honki Dasu,winter,8.37,2021,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,https://cdn.myanimelist.net/images/anime/1530/117776.jpg,"Adventure, Drama, Fantasy, Ecchi","Frontier Works, TOHO, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE, Toho Music",1281474,2021-01-11T00:00:00+00:00,2021-03-22T00:00:00+00:00,Studio Bind,Light novel,"Isekai, Reincarnation",23 min per ep,200,101,32789,
38,39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,summer,8.36,2020,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,https://cdn.myanimelist.net/images/anime/1958/107912.jpg,"Comedy, Romance","Marvelous Entertainment, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",718277,2020-07-10T00:00:00+00:00,2020-09-25T00:00:00+00:00,feel.,Light novel,"Love Polygon, School",24 min per ep,208,274,13932,
39,38883,Haikyuu!! To the Top,winter,8.36,2020,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top,https://cdn.myanimelist.net/images/anime/1813/105367.jpg,Sports,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",920935,2020-01-11T00:00:00+00:00,2020-04-04T00:00:00+00:00,Production I.G,Manga,"School, Team Sports",24 min per ep,204,173,5177,Shounen
40,41025,Fumetsu no Anata e,spring,8.35,2021,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,https://cdn.myanimelist.net/images/anime/1880/118484.jpg,"Adventure, Drama, Supernatural","NHK, Kodansha, NHK Enterprises",856304,2021-04-12T00:00:00+00:00,2021-08-30T00:00:00+00:00,Brain's Base,Manga,,25 min per ep,212,199,14232,Shounen
41,46654,IDOLiSH7 Third Beat! Part 2,fall,8.34,2022,https://myanimelist.net/anime/46654/IDOLiSH7_Third_Beat_Part_2,https://cdn.myanimelist.net/images/anime/1458/125998.jpg,Drama,,13437,2022-10-02T00:00:00+00:00,2023-02-26T00:00:00+00:00,TROYCA,Game,"Idols (Male), Music",24 min per ep,221,5603,224,
42,55644,Dr. Stone: New World Part 2,fall,8.34,2023,https://myanimelist.net/anime/55644/Dr_Stone__New_World_Part_2,https://cdn.myanimelist.net/images/anime/1236/138696.jpg,"Adventure, Comedy, Sci-Fi","TOHO animation, Shueisha",239620,2023-10-12T00:00:00+00:00,2023-12-21T00:00:00+00:00,TMS Entertainment,Manga,Time Travel,23 min per ep,220,995,1154,Shounen
43,41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,summer,8.33,2021,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,https://cdn.myanimelist.net/images/anime/1033/118296.jpg,"Action, Adventure, Comedy, Fantasy","Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",738676,2021-07-06T00:00:00+00:00,2021-09-21T00:00:00+00:00,8bit,Manga,"Isekai, Reincarnation",23 min per ep,231,261,10776,Shounen
44,39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,summer,8.33,2020,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,https://cdn.myanimelist.net/images/anime/1444/108005.jpg,"Drama, Fantasy, Suspense","AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",1090535,2020-07-08T00:00:00+00:00,2020-09-30T00:00:00+00:00,White Fox,Light novel,"Isekai, Psychological, Time Travel",26 min per ep,228,135,11537,
45,49918,Boku no Hero Academia 6th Season,fall,8.31,2022,https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season,https://cdn.myanimelist.net/images/anime/1483/126005.jpg,Action,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",617730,2022-10-01T00:00:00+00:00,2023-03-25T00:00:00+00:00,Bones,Manga,"School, Super Power",23 min per ep,242,340,7042,Shounen
46,48316,Kage no Jitsuryokusha ni Naritakute!,fall,8.3,2022,https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute,https://cdn.myanimelist.net/images/anime/1874/121869.jpg,"Action, Comedy, Fantasy","AT-X, BS NTV, Kadokawa, NewGin, Aiming",610274,2022-10-05T00:00:00+00:00,2023-02-15T00:00:00+00:00,Nexus,Light novel,"Isekai, Reincarnation",23 min per ep,257,345,14140,
47,41457,86,spring,8.29,2021,https://myanimelist.net/anime/41457/86,https://cdn.myanimelist.net/images/anime/1987/117507.jpg,"Action, Drama, Sci-Fi","Aniplex, Kadokawa, Bandai Spirits",753197,2021-04-11T00:00:00+00:00,2021-06-20T00:00:00+00:00,A-1 Pictures,Light novel,"Mecha, Military",23 min per ep,261,253,19447,
48,51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,summer,8.29,2023,https://myanimelist.net/anime/51179/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu,https://cdn.myanimelist.net/images/anime/1898/138005.jpg,"Adventure, Drama, Fantasy, Ecchi","Frontier Works, TOHO, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment",501570,2023-07-10T00:00:00+00:00,2023-09-25T00:00:00+00:00,Studio Bind,Light novel,"Isekai, Reincarnation",23 min per ep,263,433,6603,
49,43325,Yuukoku no Moriarty Part 2,spring,8.28,2021,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2,https://cdn.myanimelist.net/images/anime/1200/111522.jpg,"Mystery, Suspense","Mainichi Broadcasting System, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, Bandai Spirits",246768,2021-04-04T00:00:00+00:00,2021-06-27T00:00:00+00:00,Production I.G,Manga,"Adult Cast, Historical, Organized Crime, Psychological",23 min per ep,273,964,3067,Shounen
50,49596,Blue Lock,fall,8.28,2022,https://myanimelist.net/anime/49596/Blue_Lock,https://cdn.myanimelist.net/images/anime/1258/126929.jpg,Sports,"TV Asahi, Kodansha, Toy's Factory, Crunchyroll, Bandai Spirits, Bandai Namco Filmworks, Bandai Namco Music Live",646793,2022-10-09T00:00:00+00:00,2023-03-26T00:00:00+00:00,8bit,Manga,Team Sports,24 min per ep,274,318,11774,Shounen
51,51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,spring,8.27,2023,https://myanimelist.net/anime/51019/Kimetsu_no_Yaiba__Katanakaji_no_Sato-hen,https://cdn.myanimelist.net/images/anime/1765/135099.jpg,"Action, Fantasy","Aniplex, Shueisha",770598,2023-04-09T00:00:00+00:00,2023-06-18T00:00:00+00:00,ufotable,Manga,Historical,28 min per ep,287,242,9478,Shounen
52,50602,Spy x Family Part 2,fall,8.27,2022,https://myanimelist.net/anime/50602/Spy_x_Family_Part_2,https://cdn.myanimelist.net/images/anime/1111/127508.jpg,"Action, Comedy","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",881489,2022-10-01T00:00:00+00:00,2022-12-24T00:00:00+00:00,"Wit Studio,CloverWorks",Manga,Childcare,24 min per ep,285,190,7325,Shounen
53,39247,Kobayashi-san Chi no Maid Dragon S,summer,8.27,2021,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S,https://cdn.myanimelist.net/images/anime/1252/115539.jpg,"Fantasy, Slice of Life","Lantis, ABC Animation, Heart Company",546345,2021-07-08T00:00:00+00:00,2021-09-23T00:00:00+00:00,Kyoto Animation,Manga,,23 min per ep,282,395,5777,
54,44940,World Trigger 3rd Season,fall,8.26,2021,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season,https://cdn.myanimelist.net/images/anime/1617/117474.jpg,"Action, Sci-Fi",TV Asahi,113488,2021-10-10T00:00:00+00:00,2022-01-23T00:00:00+00:00,Toei Animation,Manga,,23 min per ep,303,1872,1119,Shounen
55,54959,BanG Dream! It's MyGO!!!!!,summer,8.26,2023,https://myanimelist.net/anime/54959/BanG_Dream_Its_MyGO,https://cdn.myanimelist.net/images/anime/1891/136948.jpg,Drama,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, Bushiroad Music, HoriPro International, Ace Crew Entertainment",16272,2023-06-29T00:00:00+00:00,2023-09-14T00:00:00+00:00,SANZIGEN,Mixed media,Music,24 min per ep,295,5194,414,
56,52578,Boku no Kokoro no Yabai Yatsu,spring,8.24,2023,https://myanimelist.net/anime/52578/Boku_no_Kokoro_no_Yabai_Yatsu,https://cdn.myanimelist.net/images/anime/1545/133887.jpg,"Comedy, Romance","Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",255043,2023-04-02T00:00:00+00:00,2023-06-18T00:00:00+00:00,Shin-Ei Animation,Manga,School,23 min per ep,312,932,3626,Shounen
57,53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,winter,8.23,2023,https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Fuka_Shou_-_Yakusai-hen,https://cdn.myanimelist.net/images/anime/1476/128693.jpg,"Action, Adventure, Fantasy","Genco, Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative",201403,2023-01-07T00:00:00+00:00,2023-03-18T00:00:00+00:00,J.C.Staff,Light novel,,24 min per ep,323,1162,1421,
58,40052,Great Pretender,summer,8.22,2020,https://myanimelist.net/anime/40052/Great_Pretender,https://cdn.myanimelist.net/images/anime/1418/107954.jpg,"Action, Adventure, Mystery","Production I.G, Fuji TV, BS Fuji, TOHO animation, Hakuhodo DY Media Partners",651717,2020-07-09T00:00:00+00:00,2020-12-17T00:00:00+00:00,Wit Studio,Original,Adult Cast,23 min per ep,329,310,9862,
59,44055,Sasaki to Miyano,winter,8.22,2022,https://myanimelist.net/anime/44055/Sasaki_to_Miyano,https://cdn.myanimelist.net/images/anime/1182/119308.jpg,Boys Love,"Frontier Works, Movic, Nippon Columbia, Sound Team Don Juan, TV Aichi, Kadokawa Media House, U-NEXT, BS NTV, Kadokawa",189011,2022-01-10T00:00:00+00:00,2022-03-28T00:00:00+00:00,Studio Deen,Web manga,"Otaku Culture, School",23 min per ep,337,1244,4833,
60,40052,Great Pretender,summer,8.22,2020,https://myanimelist.net/anime/40052/Great_Pretender,https://cdn.myanimelist.net/images/anime/1418/107954.jpg,"Action, Adventure, Mystery","Production I.G, Fuji TV, BS Fuji, TOHO animation, Hakuhodo DY Media Partners",651717,2020-07-09T00:00:00+00:00,2020-12-17T00:00:00+00:00,Wit Studio,Original,Adult Cast,23 min per ep,329,310,9862,
